id,duration,trp0,trp1,trp2,trp3,trp4,trp5,trp6,trp7,grp
1,30,307.11337345578,287.42144208691,195.70211084012,230.80863599836,0,0,0,56.410291858413,194.47552169369
2,27,0,0,116.73459243095,37.683042611977,0,0,0,101.53852534514,223.28671009275
3,12,0,101.44286191303,0,0,23.461749786691,0,0,30.085488991154,284.51048544076
4,29,382.89459547734,0,0,0,248.69454773893,201.22696187203,0,0,0
5,19,195.43578310822,388.86430399993,0,395.67194742576,168.92459846418,0,0,199.31636456639,0
6,27,191.44729773867,262.06072660865,0,42.393422938474,0,0,0,248.20528417702,0
7,23,0,0,0,0,136.07814876281,259.9181590847,0,33.846175115048,90.034963747077
8,26,115.66607571711,135.25714921737,116.73459243095,0,323.77214705634,192.84250512736,413.55613823559,33.846175115048,190.8741231438
9,11,167.51638552134,228.24643930431,0,0,0,0,128.00547135864,308.37626215933,331.32866658924
10,13,0,224.01965339127,58.367296215475,0,0,146.72799303169,364.32326463612,0,205.27971734334
11,19,75.781222021557,0,281.53636998053,0,112.61639897612,289.26375769104,4.9232873599475,37.606861238942,0
12,15,0,0,0,0,225.23279795224,347.95495490372,384.01641407591,199.31636456639,39.615384048714
13,22,0,0,0,0,0,0,0,319.65832053101,7.2027970997662
14,20,0,0,0,117.75950816243,319.079797099,289.26375769104,0,37.606861238942,205.27971734334
15,14,0,262.06072660865,13.733481462465,122.46988848893,131.38579880547,0,64.002735679318,267.00871479649,0
16,23,0,0,0,0,0,117.38239442535,0,180.51293394692,288.11188399065
17,10,0,0,0,296.75396056932,0,0,0,0,0
18,15,239.30912217334,240.92679704344,0,188.41521305989,14.077049872015,0,0,0,0
19,29,239.30912217334,0,339.903666196,0,0,0,9.8465747198951,0,180.06992749415
20,24,11.965456108667,0,0,0,394.15739641642,25.153370234004,438.17257503533,0,0
21,13,0,0,0,452.19651134372,37.538799658706,381.49278188239,0,255.72665642481,360.13985498831
22,11,0,367.73037443472,302.13659217423,0,0,0,0,90.256466973462,0
23,24,0,0,0,0,0,301.84044280804,315.09039103664,214.35910906197,0
24,26,0,143.71072104345,0,438.06537036423,0,0,0,0,0
25,10,0,393.09108991298,0,193.12559338638,0,385.68501025472,0,0,352.93705788854
26,24,354.97519789045,12.680357739128,0,127.18026881542,253.38689769627,356.33941164839,0,0,198.07692024357
27,23,0,371.95716034776,65.234036946708,0,290.92569735497,0,0,0,0
28,22,23.930912217334,274.74108434778,0,174.28407208039,0,0,448.01914975523,41.367547362837,0
29,27,55.838795173779,0,0,348.56814416079,389.46504645908,0,206.7780691178,334.70106502659,0
30,30,127.63153182578,0,0,0,0,364.72386839305,39.38629887958,176.75224782303,0
31,21,0,0,230.03581449629,0,300.31039726965,0,438.17257503533,0,100.83915939673
32,19,0,0,85.834259140405,0,0,0,0,0,126.04894924591
33,24,0,0,85.834259140405,0,408.23444628843,104.80570930835,44.309586239528,22.564116743365,223.28671009275
34,10,247.28609291245,232.47322521735,0,0,79.769949274751,314.41712792505,364.32326463612,90.256466973462,111.64335504638
35,10,382.89459547734,139.48393513041,82.400888774789,273.20205893683,0,58.691197212675,0,0,0
36,14,11.965456108667,0,230.03581449629,155.44255077441,333.15684697102,0,196.9314943979,0,0
37,18,163.52790015178,0,288.40311071176,0,0,247.3414739677,0,0,0
38,16,0,0,312.43670327107,0,0,314.41712792505,0,0,0
