id,duration,trp0,trp1,trp2,trp3,trp4,trp5,trp6,trp7,grp
1,25,181.89610080444,142.99269728482,0,108.24450915483,0,205.24328922474,252.75121641057,40.294216930642,0
2,12,0,70.429238961181,0,0,0,191.56040327642,255.9106066157,165.65400293709,0
3,11,0,211.28771688354,173.97138879637,0,243.25504987908,158.72147700047,0,73.872731039511,252.90905094963
4,19,113.1797960561,0,140.71215270295,104.86186824374,0,202.50671203508,0,0,0
5,21,36.379220160888,74.697677686101,171.41298601995,290.9071183536,0,98.516778827876,139.01316902581,167.89257054434,0
6,19,0,155.79801345958,97.219305503855,152.21884099898,0,0,0,158.93830011531,95.611958285836
7,30,0,170.7375489968,0,192.81053193204,0,202.50671203508,0,0,175.80263297718
8,12,0,0,0,240.16750468728,0,0,208.51975353872,154.4611649008,117.20175531812
9,18,0,0,0,209.72373648748,37.163965953748,0,0,0,0
10,10,0,115.24784557284,189.32180545487,0,67.570847188632,191.56040327642,0,0,0
11,17,147.53794843027,0,0,0,138.5202367367,0,0,0,0
12,27,0,0,0,0,260.14776167623,177.87751732811,0,0,101.78047172363
13,26,0,130.18738111006,168.85458324354,108.24450915483,0,150.51174543148,208.51975353872,0,249.82479423073
14,25,0,83.234555135941,2.5584027764172,0,0,153.24832262114,199.04158292333,210.42535508224,0
15,19,0,0,0,0,0,229.87248393171,214.83853394899,87.304136683058,0
16,15,123.28513498968,17.07375489968,150.94576380862,60.887536399591,0,43.785235034611,287.50450866703,0,0
17,25,179.87503301773,0,0,64.27017731068,0,134.0922822935,227.47609476951,33.578514108869,0
18,29,24.252813440592,25.61063234952,176.52979157279,0,327.71860886487,131.35570510383,287.50450866703,0,0
19,25,0,0,227.69784710113,226.63694104292,222.98379572249,0,0,0,157.29709266379
20,11,0,153.66379409712,217.46423599546,0,0,95.780201638212,0,0,52.432364221265
21,14,0,0,0,98.096586421564,0,0,0,73.872731039511,0
22,27,0,46.95282597412,0,246.93278650945,175.68420269044,0,148.49133964121,0,197.39243000947
23,14,46.484559094468,0,181.64659712562,169.13204555442,97.977728423517,161.45805419013,0,0,111.03324188033
24,20,0,204.88505879616,0,267.22863197598,0,87.570470069223,53.709633487246,42.5327845379,0
25,14,22.231745653876,134.45581983498,0,23.678486377619,310.82589706771,0,60.028413897511,64.918460610479,265.24607782522
26,27,149.55901621699,0,92.10249995102,81.183381866122,84.46355898579,145.03859105215,0,0,0
27,29,80.842711468641,207.01927815862,127.92013882086,0,0,268.184564587,195.88219271819,31.339946501611,0
28,12,0,83.234555135941,225.13944432472,142.07091826571,310.82589706771,60.204698172591,0,208.18678747499,61.685134377959
29,23,169.76969408415,115.24784557284,33.259236093424,158.98412282115,0,0,0,85.0655690758,0
30,19,82.863779255357,0,0,0,0,0,284.34511846189,31.339946501611,166.54986282049
31,26,48.505626881184,46.95282597412,0,0,0,0,236.95426538491,194.75538183144,0
32,26,0,0,20.467222211338,0,0,0,0,0,0
33,13,0,0,0,175.8973273766,236.49796516021,0,0,49.248487359674,0
34,17,0,179.27442644664,0,0,0,240.81879269036,3.1593902051321,0,0
35,11,12.126406720296,145.12691664728,0,0,216.22671100362,0,189.56341230793,0,0
36,21,76.800575895209,185.67708453402,0,0,0,0,278.02633805163,0,0
37,10,127.32727056311,140.85847792236,173.97138879637,175.8973273766,270.28338875453,0,0,0,225.15074047955
38,12,185.93823637787,42.6843872492,0,0,0,270.92114177666,97.941096359096,0,135.70729563151
39,18,202.1067786716,0,43.492847199093,0,0,0,6.3187804102643,0,0
40,11,42.442423521036,38.41594852428,0,0,0,0,0,0,0
41,12,119.24299941624,0,250.72347208889,0,0,0,34.753292256454,163.41543532983,123.37026875592
42,16,0,0,0,186.04525010986,6.7570847188632,145.03859105215,145.33194943608,203.70965226047,67.853647815754
43,20,0,0,0,0,250.01213459794,101.25335601754,110.57865717963,0,98.696215004734
44,19,129.34833834982,147.26113600974,0,0,114.87044022067,0,0,123.12121839918,0
45,10,0,61.89236151134,0,294.28975926469,226.36233808192,0,161.12890046174,0,0
46,29,22.231745653876,0,171.41298601995,104.86186824374,145.27732145556,51.994966603601,0,29.101378894353,0
47,30,32.337084587456,142.99269728482,112.56972216236,297.67240017578,77.706474266927,0,180.08524169253,40.294216930642,144.9600657882
48,10,74.779508108493,59.75814214888,63.960069410431,213.10637739857,0,95.780201638212,0,0,0
49,17,125.30620277639,0,0,236.78486377619,0,0,110.57865717963,0,0
50,19,200.08571088489,134.45581983498,0,0,0,16.419463137979,0,38.055649323384,0
51,13,105.09552490923,0,0,33.826409110884,158.79149089329,73.887584120907,0,174.60827336612,234.40351063624
52,21,0,207.01927815862,0,0,155.41294853385,54.731543793264,0,0,0
53,20,0,0,94.660902727437,0,250.01213459794,0,0,69.395595824995,0
54,20,44.463491307752,40.55016788674,245.60666653605,0,192.5769144876,221.66275236272,126.37560820529,116.40551557741,215.89797032285
55,24,46.484559094468,155.79801345958,84.427291621768,81.183381866122,148.65586381499,0,0,199.23251704595,0
56,11,0,198.48240070878,56.284861081179,125.15771371027,0,0,0,0,0
57,30,46.484559094468,179.27442644664,0,0,337.85423594316,213.45302079373,0,22.385676072579,12.337026875592
58,23,153.60115179042,211.28771688354,166.29618046712,0,0,232.60906112137,41.072072666718,0,0
59,19,62.653101388196,130.18738111006,191.88020823129,0,0,0,0,0,299.1729017331
60,13,177.85396523101,0,0,301.05504108687,179.06274504988,262.71141020767,183.24463189766,123.12121839918,0
61,18,94.990185975653,0,186.76340267846,328.11616837557,50.678135391474,93.043624448549,161.12890046174,0,280.66736141971
62,19,12.126406720296,0,20.467222211338,0,287.17610055169,13.682885948316,249.59182620544,73.872731039511,0
63,21,0,0,20.467222211338,0,206.09108392533,0,0,0,89.44344484804
64,27,0,162.20067154696,0,0,0,0,0,0,218.98222704175
65,27,165.72755851071,145.12691664728,102.33611105669,98.096586421564,97.977728423517,188.82382608676,0,71.634163432253,0
66,29,0,0,0,57.504895488503,0,0,0,0,49.348107502367
67,27,40.42135573432,72.563458323641,237.9314582068,0,64.192304829201,191.56040327642,161.12890046174,20.147108465321,0
68,30,28.294949014024,0,243.04826375964,0,0,87.570470069223,0,0,0
69,19,0,0,0,0,168.92711797158,0,0,33.578514108869,129.53878219371
70,18,14.147474507012,0,107.45291660952,0,0,0,135.85377882068,0,246.74053751183
71,14,135.41154170997,0,0,37.209050021972,263.52630403567,71.151006931244,82.144145333436,0,70.937904534652
72,14,84.884847042073,160.0664521845,0,118.39243188809,0,0,243.27304579518,116.40551557741,0
73,29,12.126406720296,196.34818134632,0,0,135.14169437726,0,53.709633487246,44.771352145158,255.99330766853
74,10,196.04357531145,0,2.5584027764172,0,0,101.25335601754,0,149.98402968628,265.24607782522
75,15,34.358152374172,27.74485171198,115.12812493878,202.9584546653,6.7570847188632,68.41442974158,271.70755764136,0,0
76,15,0,0,89.544097174603,50.739613666326,0,188.82382608676,217.99792415412,161.17686772257,0
77,14,70.737372535061,55.48970342396,0,111.62715006592,0,0,0,199.23251704595,0
78,11,0,0,0,0,266.9048463951,5.4731543793264,259.06999682084,212.6639226895,212.81371360396
79,19,0,76.831897048561,158.62097213787,233.4022228651,20.27125415659,0,259.06999682084,0,0
80,26,0,0,163.7377776907,152.21884099898,0,0,0,221.61819311853,0
81,25,0,91.771432585781,138.15374992653,0,0,0,116.89743758989,149.98402968628,0
82,20,0,0,0,152.21884099898,0,0,142.17255923095,0,46.263850783469
83,23,0,0,0,0,0,0,47.390853076982,0,0
84,26,18.189610080444,0,253.28187486531,0,60.813762469769,8.2097315689896,252.75121641057,0,163.46560610159
85,15,70.737372535061,0,0,257.08070924272,54.056677750906,35.575503465622,0,38.055649323384,0
86,10,38.400287947604,0,196.99701378413,0,263.52630403567,0,284.34511846189,0,0
87,10,6.063203360148,157.93223282204,69.076874963265,0,0,0,176.9258514874,0,293.0043882953
88,17,0,140.85847792236,0,0,40.542508313179,147.77516824181,157.96951025661,107.45124514838,123.37026875592
89,16,30.31601680074,147.26113600974,0,273.99391379816,0,0,0,0,0
90,28,181.89610080444,0,0,246.93278650945,297.31172762998,71.151006931244,0,0,240.57202407404
91,18,84.884847042073,0,217.46423599546,0,77.706474266927,0,3.1593902051321,0,209.72945688506
92,11,0,0,0,155.60148191007,0,270.92114177666,107.41926697449,0,0
93,18,84.884847042073,0,5.1168055528345,0,0,0,0,125.35978600644,0
94,12,0,76.831897048561,0,270.61127288707,307.44735470828,54.731543793264,0,0,0
95,12,0,0,143.27055547936,148.83620008789,138.5202367367,0,0,42.5327845379,67.853647815754
96,30,18.189610080444,83.234555135941,0,0,300.69026998941,0,0,208.18678747499,252.90905094963
97,16,70.737372535061,0,0,71.035459132856,168.92711797158,0,309.62024010295,100.73554232661,209.72945688506
98,27,16.168542293728,0,107.45291660952,223.25430013183,253.39067695737,0,0,136.55262404273,52.432364221265
99,15,94.990185975653,183.54286517156,0,135.30563644354,84.46355898579,0,148.49133964121,0,0
100,27,135.41154170997,209.15349752108,130.47854159728,196.19317284313,0,0,0,100.73554232661,0
101,12,0,0,0,0,101.35627078295,131.35570510383,0,214.90249029676,0
102,14,0,211.28771688354,25.584027764172,50.739613666326,0,134.0922822935,85.303535538568,192.51681422418,206.64520016616
103,17,107.11659269595,0,0,0,0,235.34563831104,78.984755128304,0,0
104,26,0,12.80531617476,0,334.88145019775,148.65586381499,188.82382608676,0,0,126.45452547482
105,29,0,0,79.310486068934,0,324.34006650543,240.81879269036,0,0,259.07756438743
106,27,121.26406720296,0,0,0,0,0,230.63548497465,38.055649323384,0
107,13,99.032321549085,0,214.90583321905,98.096586421564,33.785423594316,0,0,199.23251704595,18.505540313388
108,15,0,0,0,334.88145019775,300.69026998941,0,0,0,86.359188129142
109,10,0,12.80531617476,0,0,273.66193111396,0,9.4781706153964,85.0655690758,296.0886450142
110,15,0,19.20797426214,150.94576380862,0,165.54857561215,0,274.8669478465,62.679893003221,249.82479423073
